paroquia_id,nome,orago,arciprestado,diocese,url_ficha,site,facebook,instagram,site_confidence,facebook_confidence,instagram_confidence
17387,Escalos de Baixo,São Silvestre,Castelo Branco,Portalegre-Castelo Branco,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17387,,,,,,
17388,Escalos de Cima,São Pedro,Castelo Branco,Portalegre-Castelo Branco,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17388,,,,,,
3210,Escapães,São Martinho,Santa Maria da Feira,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3210,,,,,,
4078,Escarigo,São Miguel,Pinhel - Figueira de Castelo Rodrigo,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4078,,,,,,
4101,Escarigo,São Sebastião,Fundão - Penamacor,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4101,,,,,,
3206,Escariz,Santo André,Arouca - Vale de Cambra,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3206,,,,,,
16739,Escariz,São Mamede,Vila Verde,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16739,https://arquidiocese-braga.pt/local/escariz-sao-mamede,,,0.9,,
16740,Escariz,São Martinho,Vila Verde,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16740,https://arquidiocese-braga.pt/local/escariz-sao-martinho,,,0.9,,
2172,Escoural,São Tiago,Montemor-o-Novo,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2172,,,,,,
16539,Escudeiros,São Pedro,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16539,,,,,,
3520,Escurquela,São Domingos,Moimenta da Beira - Sernancelhe - Tabuaço,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3520,,,,,,
2607,Esgueira,Santo André,Aveiro,Aveiro,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2607,http://www.facebook.com/paroquiadeesgueira,http://www.facebook.com/paroquiadeesgueira,,1.0,1.0,
16710,Esmeriz,São Pedro,Vila Nova de Famalicão,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16710,https://arquidiocese-braga.pt/local/esmeriz-sao-pedro,,,0.9,,
668,Esmolfe,Nossa Senhora da Conceição,Beira Alta,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=668,,,,,,
3237,Esmoriz,Santa Maria,Espinho - Ovar,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3237,,,,,,
115,Espadanedo,São Miguel,Mirandela,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=115,,,,,,
2353,Espadanedo,São Cristóvão,Cinfães - Resende,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2353,,,,,,
3211,Espargo,São Tiago,Santa Maria da Feira,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3211,,,,,,
2074,Espariz,Nossa Senhora de Espariz,Nordeste,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2074,,,,,,
16920,Esperança,São Bartolomeu,Póvoa de Lanhoso,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16920,https://arquidiocese-braga.pt/local/esperanca-sao-bartolomeu,,,0.9,,
17338,Esperança,Nossa Senhora da Esperança,Portalegre,Portalegre-Castelo Branco,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17338,,,,,,
397,Espinhal,São Sebastião,Chão de Couce,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=397,,,,,,
3274,Espinheiro,Nossa Senhora da Encarnação,Alcanena,Santarém,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3274,,,,,,
2571,Espinhel,Nossa Senhora da Assunção,Águeda,Aveiro,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2571,,,,,,
287,Espinho,São Pedro,Coimbra Norte,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=287,,,,,,
631,Espinho,São Pedro,Beira Alta,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=631,,,,,,
1425,Espinho,Nossa Senhora da Ajuda,Espinho - Ovar,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1425,,,,,,
16978,Espinho,São Martinho,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16978,https://arquidiocese-braga.pt/local/espinho-sao-martinho,,,0.9,,
3503,Espinhosa,Nossa Senhora da Conceição,Mêda - Penedono - São João da Pesqueira - Vila Nova de Foz Côa,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3503,,,,,,
1943,Espinhosela,Santo Estevão,Bragança,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1943,,,,,,
17554,Espite,São João Baptista,Colmeias,Leiria-Fátima,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17554,,,,,,
3226,Espiunca,São Martinho,Arouca - Vale de Cambra,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3226,,,,,,
16982,Esporões,São Tiago,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16982,https://arquidiocese-braga.pt/local/esporoes-sao-tiago,,,0.9,,
17033,Esposende,Santa Maria dos Anjos,Esposende,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17033,https://arquidiocese-braga.pt/local/esposende-santa-maria-dos-anjos,,,0.9,,
1703,Espírito Santo,Espírito Santo,Lisboa IV,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1703,,,,,,
2672,Espírito Santo,Espírito Santo,Almodôvar,Beja,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2672,,,,,,
3924,Espírito Santo,Espírito Santo,Funchal,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3924,,,,,,
593,Espírito Santo de Arca,Espírito Santo,Besteiros,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=593,,,,,,
16741,Esqueiros,São Pedro,Vila Verde,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16741,https://arquidiocese-braga.pt/local/esqueiros-sao-pedro,,,0.9,,
16559,Este,São Pedro,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16559,https://arquidiocese-braga.pt/local/este-sao-pedro,,,0.9,,
16772,Este,São Mamede,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16772,https://arquidiocese-braga.pt/local/este-sao-mamede,,,0.9,,
16702,Estela,Nossa Senhora da Expectação,Vila do Conde/Póvoa de Varzim,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16702,https://arquidiocese-braga.pt/local/estela-nossa-senhora-da-expectacao,,,0.9,,
2338,Ester,São Pedro,Castro Daire - Vila Nova de Paiva,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2338,,,,,,
188,Estevais,São João Baptista,Miranda,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=188,,,,,,
2046,Estevais da Vilariça,São João Baptista,Moncorvo,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2046,,,,,,
3036,Estoi,São Martinho,Região Pastoral do Sotavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3036,https://turismo.diocese-algarve.pt/vigararias/item/201-paroquia-de-estoi,,,1.0,,
1801,Estoril,Santo António,Cascais,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1801,,,,,,
956,Estorãos,Divino Salvador,Ponte de Lima,Viana do Castelo,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=956,,,,,,
16900,Estorãos,São Tomé,Fafe,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16900,https://arquidiocese-braga.pt/local/estoraos-sao-tome,,,0.9,,
17433,Estreito,São João Baptista,Sertã,Portalegre-Castelo Branco,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17433,,,,,,
3903,Estreito da Calheta,Nossa Senhora da Graça,Oeste,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3903,,,,,,
3915,Estreito de Câmara de Lobos,Nossa Senhora da Graça,Câmara de Lobos,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3915,,,,,,
2738,Estrela,Nossa Senhora da Estrela,Moura,Beja,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2738,,,,,,
2207,Estremoz,Santa Maria,Vila Viçosa,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2207,,,,,,
2208,Estremoz,Santo André,Vila Viçosa,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2208,,,,,,
3047,Estômbar,São Tiago Maior,Região Pastoral do Barlavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3047,https://turismo.diocese-algarve.pt/vigararias/item/154-paroquia-de-estombar,,,1.0,,
134,Eucísia,São Paio,Moncorvo,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=134,,,,,,
2209,Evoramonte,Santa Maria,Vila Viçosa,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2209,,,,,,
1559,Extremo,Nossa Senhora da Natividade,Arcos de Valdevez,Viana do Castelo,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1559,,,,,,
957,Facha,São Miguel,Ponte de Lima,Viana do Castelo,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=957,,,,,,
17003,Fafe,Santa Eulália,Fafe,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17003,https://arquidiocese-braga.pt/local/fafe-santa-eulalia,,,0.9,,
3521,Faia,São Martinho,Moimenta da Beira - Sernancelhe - Tabuaço,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3521,,,,,,
4149,Faia,Imaculada Conceição,Guarda - Manteigas,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4149,,,,,,
16889,Faia,São Tiago,Cabeceiras de Basto,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16889,https://arquidiocese-braga.pt/local/faia-sao-tiago,,,0.9,,
3977,Faial,Nossa Senhora da Natividade,Norte,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3977,,,,,,
2515,Faial da Terra,Nossa Senhora da Graça,Povoação (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2515,,,,,,
2162,Fajarda,Santo António,Coruche,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2162,,,,,,
1441,Fajozes,São Pedro,Trofa - Vila do Conde,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1441,,,,,,
3904,Fajã da Ovelha,São João Baptista,Oeste,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3904,,,,,,
2500,Fajã de Baixo,Nossa Senhora dos Anjos,Ponta Delgada (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2500,,,,,,
2501,Fajã de Cima,Nossa Senhora da Oliveira,Ponta Delgada (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2501,,,,,,
3985,Fajã do Penedo,Imaculado Coração de Maria,Norte,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3985,,,,,,
2412,Fajã Grande,São José,Flores (Ilha das Flores),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2412,,,,,,
3870,Fajão,Nossa Senhora da Assunção,Nordeste,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3870,,,,,,
2413,Fajãzinha,Nossa Senhora dos Remédios,Flores (Ilha das Flores),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2413,,,,,,
3246,Fajões,São Martinho,Oliveira de Azeméis - São João da Madeira,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3246,,,,,,
2287,Falachos,Espírito Santo,Trancoso - Celorico da Beira,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2287,,,,,,
1754,Falagueira,Nossa Senhora da Lapa,Amadora,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1754,,,,,,
1713,Famalicão,Nossa Senhora da Vitória,Alcobaça-Nazaré,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1713,,,,,,
4150,Famalicão,Nossa Senhora da Anunciação,Guarda - Manteigas,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4150,,,,,,
1808,Famões,Nossa Senhora do Rosário,Loures-Odivelas,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1808,,,,,,
1809,Fanhões,São Saturnino,Loures-Odivelas,Lisboa,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1809,,,,,,
1539,Faralhão e Praias do Sado,Nossa Senhora de Fátima,Setúbal,Setúbal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1539,,,,,,
16630,Fareja,São Martinho,Fafe,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16630,https://arquidiocese-braga.pt/local/fareja-sao-martinho,,,0.9,,
2339,Farejinhas,São Martinho,Castro Daire - Vila Nova de Paiva,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2339,,,,,,
16544,Faria,Santa Maria,Barcelos,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16544,https://arquidiocese-braga.pt/local/faria-santa-maria,,,0.9,,
557,Farminhão,Nossa Senhora da Luz,Viseu Rural,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=557,,,,,,
12,Faro (São Luís),"São Luís, Bispo",Região Pastoral do Sotavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=12,http://www.paroquiasaoluis-faro.org,https://www.facebook.com/paroquiasaoluisfaro,,1.0,1.0,
13,Faro (São Pedro),"São Pedro, Apóstolo",Região Pastoral do Sotavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=13,https://turismo.diocese-algarve.pt/vigararias/item/138-paroquia-de-faro-sao-pedro,,,1.0,,
14,Faro (Sé),Nossa Senhora da Assunção,Região Pastoral do Sotavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=14,https://turismo.diocese-algarve.pt/vigararias/item/139-paroquia-de-faro-se,,,1.0,,
2717,Faro do Alentejo,Nossa Senhora da Assunção,Cuba,Beja,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2717,,,,,,
3406,Fataunços,São Carlos Borromeu,Lafões,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3406,,,,,,
4102,Fatela,São João Baptista,Fundão - Penamacor,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4102,,,,,,
1274,Favaios,São Domingos de Gusmão,Douro II,Vila Real,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1274,,,,,,
3165,Favões,São Paio,Marco de Canaveses,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3165,,,,,,
2414,Fazenda,Santo Cristo,Flores (Ilha das Flores),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2414,,,,,,
3286,Fazendas de Almeirim,São José,Almeirim,Santarém,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3286,,,,,,
566,Faíl,São Miguel Arcanjo,Viseu Rural,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=566,,,,,,
1944,Faílde,Santo Ildefonso,Bragança,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1944,,,,,,
324,Febres,Nossa Senhora da Conceição,Cantanhede,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=324,,,,,,
1649,Feirão,Santa Luzia,Cinfães - Resende,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1649,,,,,,
2288,Feital,Santa Margarida,Trancoso - Celorico da Beira,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2288,,,,,,
3986,Feiteiras,Nossa Senhora da Paz,Norte,Funchal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3986,,,,,,
17021,Feitos,São Tiago,Barcelos,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17021,https://arquidiocese-braga.pt/local/feitos-sao-tiago,,,0.9,,
958,Feitosa,Divino Salvador,Ponte de Lima,Viana do Castelo,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=958,,,,,,
189,Felgar,São Miguel,Moncorvo,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=189,,,,,,
190,Felgueiras,São João Baptista,Moncorvo,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=190,,,,,,
1650,Felgueiras,São João Baptista,Cinfães - Resende,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1650,,,,,,
16901,Felgueiras,São Vicente,Fafe,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16901,https://arquidiocese-braga.pt/local/felgueiras-sao-vicente,,,0.9,,
2474,Fenais da Ajuda,Santos Reis Magos,Fenais de Vera Cruz (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2474,,,,,,
2467,Fenais da Luz,Nossa Senhora da Luz,Capelas (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2467,,,,,,
3207,Fermedo,Nossa Senhora da Expectação,Arouca - Vale de Cambra,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3207,,,,,,
2619,Fermelã,São Miguel,Estarreja/ Murtosa,Aveiro,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2619,,,,,,
2636,Fermentelos,Santo André,Oliveira do Bairro,Aveiro,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2636,,,,,,
16991,Fermentões,Santa Eulália,Guimarães e Vizela,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16991,https://arquidiocese-braga.pt/local/fermentoes-santa-eulalia,,,0.9,,
1531,Fernão Ferro,Nossa Senhora da Boa Hora,Seixal,Setúbal,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1531,,,,,,
4151,Fernão Joanes,São João Baptista,Guarda - Manteigas,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4151,,,,,,
135,Ferradosa,Santo Amaro,Moncorvo,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=135,,,,,,
3048,Ferragudo,Nossa Senhora da Conceição,Região Pastoral do Barlavento,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3048,https://turismo.diocese-algarve.pt/vigararias/item/155-paroquia-de-ferragudo,,,1.0,,
1149,Ferral,Santa Marinha,Barroso,Vila Real,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1149,,,,,,
116,Ferreira,Nossa Senhora da Assunção,Mirandela,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=116,,,,,,
901,Ferreira,São Mamede,Paredes de Coura,Viana do Castelo,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=901,,,,,,
3699,Ferreira,São Pedro,Paços de Ferreira,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3699,https://paroquiasaff.net/,,,1.0,,
3378,Ferreira de Aves,Santo André,Dão,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3378,,,,,,
2718,Ferreira do Alentejo,Nossa Senhora da Assunção,Cuba,Beja,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2718,,,,,,
384,Ferreira do Zêzere,São Miguel,Chão de Couce,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=384,,,,,,
347,Ferreira-a-Nova,Santa Eulália,Figueira da Foz,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=347,,,,,,
6,Ferreiras,São José,Região Pastoral do Centro,Algarve,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=6,https://turismo.diocese-algarve.pt/vigararias/item/202-paroquia-das-ferreiras,,,1.0,,
2373,Ferreirim,Santo António,Lamego,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2373,,,,,,
3522,Ferreirim,Santo Estevão,Moimenta da Beira - Sernancelhe - Tabuaço,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3522,,,,,,
2374,Ferreiros,Nossa Senhora das Candeias,Lamego,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2374,,,,,,
16498,Ferreiros,Santa Maria,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16498,https://arquidiocese-braga.pt/local/ferreiros-santa-maria,,,0.9,,
16921,Ferreiros,São Martinho,Póvoa de Lanhoso,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16921,https://arquidiocese-braga.pt/local/ferreiros-sao-martinho,,,0.9,,
17009,Ferreiros,Santa Maria,Amares e Terras de Bouro,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17009,https://arquidiocese-braga.pt/local/ferreiros-santa-maria,,,0.9,,
2354,Ferreiros de Tendais,São Pedro,Cinfães - Resende,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2354,,,,,,
16716,Ferreiró,Santa Marinha,Vila do Conde/Póvoa de Varzim,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16716,https://arquidiocese-braga.pt/local/ferreiro-santa-marinha,,,0.9,,
3391,Ferreirós do Dão,São Cristóvão,Besteiros,Viseu,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3391,,,,,,
4060,Ferro,São Sebastião,Covilhã - Belmonte,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4060,,,,,,
16606,Fervença,Divino Salvador,Celorico de Basto,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16606,https://arquidiocese-braga.pt/local/fervenca-divino-salvador,,,0.9,,
1150,Fervidelas,Santa Maria Maior,Barroso,Vila Real,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=1150,,,,,,
2402,Feteira,Divino Espírito Santo,Faial (Ilha do Faial),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2402,,,,,,
17639,Feteira,Nossa Senhora das Mercês,Angra do Heroísmo (Ilha Terceira),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=17639,,,,,,
2502,Feteiras,Santa Luzia,Ponta Delgada (Ilha de São Miguel),Angra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2502,,,,,,
2047,Figueira,São Miguel,Miranda,Bragança-Miranda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2047,,,,,,
2375,Figueira,São João Baptista,Lamego,Lamego,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2375,,,,,,
3817,Figueira,Santa Marinha,Castelo de Paiva - Penafiel,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3817,,,,,,
348,Figueira da Foz,São Julião,Figueira da Foz,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=348,,,,,,
4079,Figueira de Castelo Rodrigo,São Vicente,Pinhel - Figueira de Castelo Rodrigo,Guarda,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=4079,,,,,,
2719,Figueira de Cavaleiros,São Sebastião,Cuba,Beja,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2719,,,,,,
295,Figueira de Lorvão,São João Baptista,Alto Mondego,Coimbra,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=295,,,,,,
2141,Figueira e Barros,São Brás,Elvas,Évora,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=2141,,,,,,
3754,Figueiras,Divino Salvador,Lousada,Porto,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=3754,,,,,,
16847,Figueiredo,São Pedro,Amares e Terras de Bouro,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16847,https://arquidiocese-braga.pt/local/figueiredo-sao-pedro,,,0.9,,
16884,Figueiredo,Divino Salvador,Braga,Braga,https://www.anuariocatolicoportugal.net/ficha_paroquia_padre.asp?paroquiaid=16884,https://arquidiocese-braga.pt/local/figueiredo-divino-salvador,,,0.9,,
